id;language_code;display_language_code;name
2090;mk;cy;Macedonian
2091;mk;da;Macedonian
2092;mk;el;Μακεδονικο
2093;mk;eo;Macedonian
2094;mk;et;Macedonian
2095;mk;eu;Macedonian
2096;mk;fa;Macedonian
2097;mk;fi;makedonia
2098;mk;ga;Macedonian
2099;mk;he;מקדונית
2100;mk;hi;Macedonian
2101;mk;hr;Makedonski
2102;mk;hu;macedón
2103;mk;hy;Macedonian
2104;mk;id;Macedonian
2105;mk;is;Macedonian
2106;mk;it;Macedone
2107;mk;ja;マケドニア語
2108;mk;ko;마케도니아어
2109;mk;ku;Macedonian
2110;mk;la;Macedonian
2111;mk;lv;Macedonian
2112;mk;lt;Macedonian
2113;mk;mk;македонски
2114;mk;mt;Macedonian
2115;mk;mn;Macedonian
2116;mk;ne;Macedonian
2117;mk;nl;Macedonisch
2118;mk;nb;Makedonsk
2119;mk;pa;Macedonian
2120;mk;pl;macedoński
2121;mk;pt-pt;Macedônio
2122;mk;pt-br;Macedônio
2123;mk;qu;Macedonian
2124;mk;ro;Macedoniană
2125;mk;ru;Македонский
2126;mk;sl;Makedonski
2127;mk;so;Macedonian
2128;mk;sq;Macedonian
2129;mk;sr;македонски
2130;mk;sv;Makedonska
2131;mk;ta;Macedonian
2132;mk;th;มาซิโดเนีย
2133;mk;tr;Makedonyaca
2134;mk;uk;Macedonian
2135;mk;ur;Macedonian
2136;mk;uz;Macedonian
2137;mk;vi;Macedonian
2138;mk;yi;Macedonian
2139;mk;zh-hans;马其顿语
2140;mk;zu;Macedonian
2141;mk;zh-hant;馬其頓語
2142;mk;ms;Macedonian
2143;mt;en;Maltese
2144;mt;es;Maltés
2145;mt;de;Maltesisch
2146;mt;fr;Maltais
2147;mt;ar;المالطية
2148;mt;bs;Maltese
2149;mt;bg;Малтийски
2150;mt;ca;Maltese
2151;mt;cs;Maltština
2152;mt;sk;Maltézština
2153;mt;cy;Maltese
2154;mt;da;Maltese
2155;mt;el;Μαλτεζικα
2156;mt;eo;Maltese
2157;mt;et;Maltese
2158;mt;eu;Maltese
2159;mt;fa;Maltese
2160;mt;fi;malta
2161;mt;ga;Maltese
2162;mt;he;מלטזית
2163;mt;hi;Maltese
2164;mt;hr;Malteški
2165;mt;hu;máltai
2166;mt;hy;Maltese
2167;mt;id;Maltese
2168;mt;is;Maltese
2169;mt;it;Maltese
2170;mt;ja;マルタ語
2171;mt;ko;몰타어
2172;mt;ku;Maltese
2173;mt;la;Maltese
2174;mt;lv;Maltese
2175;mt;lt;Maltese
2176;mt;mk;Maltese
2177;mt;mt;Malti
2178;mt;mn;Maltese
2179;mt;ne;Maltese
2180;mt;nl;Maltees
2181;mt;nb;Maltese
2182;mt;pa;Maltese
2183;mt;pl;maltański
2184;mt;pt-pt;Maltês
2185;mt;pt-br;Maltês
2186;mt;qu;Maltese
2187;mt;ro;Malteză
2188;mt;ru;Мальтийский
2189;mt;sl;Malteški
2190;mt;so;Maltese
2191;mt;sq;Maltese
2192;mt;sr;малтешки
2193;mt;sv;Maltesiska
2194;mt;ta;Maltese
2195;mt;th;มอลทีส
2196;mt;tr;Malta dili
2197;mt;uk;Maltese
2198;mt;ur;Maltese
2199;mt;uz;Maltese
2200;mt;vi;Maltese
2201;mt;yi;Maltese
2202;mt;zh-hans;马耳他语
2203;mt;zu;Maltese
2204;mt;zh-hant;馬爾他語
2205;mt;ms;Maltese
2206;mn;en;Mongolian
2207;mn;es;Mongol
2208;mn;de;Mongolisch
2209;mn;fr;Mongol
2210;mn;ar;المنغولية
2211;mn;bs;Mongolian
2212;mn;bg;Монголски
2213;mn;ca;Mongolian
2214;mn;cs;Mongolský
2215;mn;sk;Mongolština
2216;mn;cy;Mongolian
2217;mn;da;Mongolian
2218;mn;el;Μογγολικα
2219;mn;eo;Mongolian
2220;mn;et;Mongolian
2221;mn;eu;Mongolian
2222;mn;fa;Mongolian
2223;mn;fi;mongoli
2224;mn;ga;Mongolian
2225;mn;he;מונגולית
2226;mn;hi;Mongolian
2227;mn;hr;Mongolski
2228;mn;hu;mongol
2229;mn;hy;Mongolian
2230;mn;id;Mongolian
2231;mn;is;Mongolian
2232;mn;it;Mongolo
2233;mn;ja;モンゴル語
2234;mn;ko;몽골어
2235;mn;ku;Mongolian
2236;mn;la;Mongolian
2237;mn;lv;Mongolian
2238;mn;lt;Mongolian
2239;mn;mk;Mongolian
2240;mn;mt;Mongolian
2241;mn;mn;Mongolian
2242;mn;ne;Mongolian
2243;mn;nl;Mongools
2244;mn;nb;Mongolsk
2245;mn;pa;Mongolian
2246;mn;pl;mongolski
2247;mn;pt-pt;Mongolian
2248;mn;pt-br;Mongolian
2249;mn;qu;Mongolian
2250;mn;ro;Mongoleză
2251;mn;ru;Монгольский
2252;mn;sl;Mongolski
2253;mn;so;Mongolian
2254;mn;sq;Mongolian
2255;mn;sr;монголски
2256;mn;sv;Mongoliska
2257;mn;ta;Mongolian
2258;mn;th;มองโกเลีย
2259;mn;tr;Mongolca
2260;mn;uk;Mongolian
2261;mn;ur;Mongolian
2262;mn;uz;Mongolian
2263;mn;vi;Mongolian
2264;mn;yi;Mongolian
2265;mn;zh-hans;蒙古语
2266;mn;zu;Mongolian
2267;mn;zh-hant;蒙古語
2268;mn;ms;Mongolian
2269;ne;en;Nepali
2270;ne;es;Nepalí
2271;ne;de;Nepali
2272;ne;fr;Népalais
2273;ne;ar;النيبالية
2274;ne;bs;Nepali
2275;ne;bg;Непалски
2276;ne;ca;Nepali
2277;ne;cs;Nepálský
2278;ne;sk;Nepálčina
2279;ne;cy;Nepali
2280;ne;da;Nepali
2281;ne;el;Νεπαλι
2282;ne;eo;Nepali
2283;ne;et;Nepali
2284;ne;eu;Nepali
2285;ne;fa;Nepali
2286;ne;fi;nepali
2287;ne;ga;Nepali
2288;ne;he;נפאלית
2289;ne;hi;Nepali
2290;ne;hr;Nepalski
2291;ne;hu;nepáli
2292;ne;hy;Nepali
2293;ne;id;Nepali
2294;ne;is;Nepali
2295;ne;it;Nepalese
2296;ne;ja;ネパール語
2297;ne;ko;네팔어
2298;ne;ku;Nepali
2299;ne;la;Nepali
2300;ne;lv;Nepali
2301;ne;lt;Nepali
2302;ne;mk;Nepali
2303;ne;mt;Nepali
2304;ne;mn;Nepali
2305;ne;ne;Nepali
2306;ne;nl;Nepalees
2307;ne;nb;Nepali
2308;ne;pa;Nepali
2309;ne;pl;nepalski
2310;ne;pt-pt;Nepali
2311;ne;pt-br;Nepali
2312;ne;qu;Nepali
2313;ne;ro;Nepaleză
2314;ne;ru;Непальский
2315;ne;sl;Nepalščina
2316;ne;so;Nepali
2317;ne;sq;Nepali
2318;ne;sr;непалски
2319;ne;sv;Nepalesiska
2320;ne;ta;Nepali
2321;ne;th;เนปาล
2322;ne;tr;Nepal dili
2323;ne;uk;Nepali
2324;ne;ur;Nepali
2325;ne;uz;Nepali
2326;ne;vi;Nepali
2327;ne;yi;Nepali
2328;ne;zh-hans;尼泊尔语
2329;ne;zu;Nepali
2330;ne;zh-hant;尼泊爾語
2331;ne;ms;Nepali
2332;nl;en;Dutch
2333;nl;es;Holandés
2334;nl;de;Niederländisch
2335;nl;fr;Néerlandais
2336;nl;ar;الهولندية
2337;nl;bs;Dutch
2338;nl;bg;Холандски
2339;nl;ca;Dutch
2340;nl;cs;Holandský
2341;nl;sk;Holandčina
2342;nl;cy;Dutch
2343;nl;da;Dutch
2344;nl;el;Ολλανδικα
2345;nl;eo;Dutch
2346;nl;et;Dutch
2347;nl;eu;Dutch
2348;nl;fa;Dutch
2349;nl;fi;hollanti
2350;nl;ga;Dutch
2351;nl;he;הולנדית
2352;nl;hi;Dutch
2353;nl;hr;Holandski
2354;nl;hu;holland
2355;nl;hy;Dutch
2356;nl;id;Dutch
2357;nl;is;Dutch
2358;nl;it;Olandese
2359;nl;ja;オランダ語
2360;nl;ko;화란어
2361;nl;ku;Dutch
2362;nl;la;Dutch
2363;nl;lv;Dutch
2364;nl;lt;Dutch
2365;nl;mk;Dutch
2366;nl;mt;Dutch
2367;nl;mn;Dutch
2368;nl;ne;Dutch
2369;nl;nl;Nederlands
2370;nl;nb;Nederlandsk
2371;nl;pa;Dutch
2372;nl;pl;holenderski
2373;nl;pt-pt;Holandês
2374;nl;pt-br;Holandês
2375;nl;qu;Dutch
2376;nl;ro;Olaneză
2377;nl;ru;Голландский
2378;nl;sl;Nizozemščina
2379;nl;so;Dutch
2380;nl;sq;Dutch
2381;nl;sr;холандски
2382;nl;sv;Nederländska
2383;nl;ta;Dutch
2384;nl;th;ดัตช์
2385;nl;tr;Hollandaca
2386;nl;uk;Dutch
2387;nl;ur;Dutch
2388;nl;uz;Dutch
2389;nl;vi;Dutch
2390;nl;yi;Dutch
2391;nl;zh-hans;荷兰语
2392;nl;zu;Dutch
2393;nl;zh-hant;荷蘭語
2394;nl;ms;Dutch
2395;nb;en;Norwegian Bokmål
2396;nb;es;Bokmål
2397;nb;de;Norwegisch (Buchsprache)
2398;nb;fr;Norvégien Bokmål
2399;nb;ar;البوكمالية النرويجية
2400;nb;bs;Norwegian Bokmål
2401;nb;bg;Норвежки книжовен
2402;nb;ca;Norwegian Bokmål
2403;nb;cs;Norwegian bokmål
2404;nb;sk;Nórsky jazyk Bokmål
2405;nb;cy;Norwegian Bokmål
2406;nb;da;Norwegian Bokmål
2407;nb;el;Νορβηγικα
2408;nb;eo;Norwegian Bokmål
2409;nb;et;Norwegian Bokmål
2410;nb;eu;Norwegian Bokmål
2411;nb;fa;Norwegian Bokmål
2412;nb;fi;kirjanorja
2413;nb;ga;Norwegian Bokmål
2414;nb;he;נורווגית
2415;nb;hi;Norwegian Bokmål
2416;nb;hr;Književni norveški
2417;nb;hu;norvég bokmål
2418;nb;hy;Norwegian Bokmål
2419;nb;id;Norwegian Bokmål
2420;nb;is;Norwegian Bokmål
2421;nb;it;Norvegese Bokmål
2422;nb;ja;ノルウェー・ブークモール
2423;nb;ko;노르웨이 보크말어
2424;nb;ku;Norwegian Bokmål
2425;nb;la;Norwegian Bokmål
2426;nb;lv;Norwegian Bokmål
2427;nb;lt;Norwegian Bokmål
2428;nb;mk;Norwegian Bokmål
2429;nb;mt;Norwegian Bokmål
2430;nb;mn;Norwegian Bokmål
2431;nb;ne;Norwegian Bokmål
2432;nb;nl;Noors Bokmål
2433;nb;nb;Norsk bokmål
2434;nb;pa;Norwegian Bokmål
2435;nb;pl;norweski bokmål
2436;nb;pt-pt;Norueguês
2437;nb;pt-br;Norueguês
2438;nb;qu;Norwegian Bokmål
2439;nb;ro;Bokmål (norvegiană)
2440;nb;ru;Норвежский букмол
2441;nb;sl;Knjižna norveščina
2442;nb;so;Norwegian Bokmål
2443;nb;sq;Norwegian Bokmål
2444;nb;sr;Норвешки бокмал
2445;nb;sv;Norskt Bokmål
2446;nb;ta;Norwegian Bokmål
2447;nb;th;นอร์วิเจียนบอกมาล
2448;nb;tr;Bokmal Norveç dili
2449;nb;uk;Norwegian Bokmål
2450;nb;ur;Norwegian Bokmål
2451;nb;uz;Norwegian Bokmål
2452;nb;vi;Norwegian Bokmål
2453;nb;yi;Norwegian Bokmål
2454;nb;zh-hans;挪威布克莫尔语
2455;nb;zu;Norwegian Bokmål
2456;nb;zh-hant;挪威布克莫爾語
2457;nb;ms;Norwegian Bokmål
2458;pa;en;Punjabi
2459;pa;es;Panyabí
2460;pa;de;Pandschabi
2461;pa;fr;Panjabi
2462;pa;ar;البنجابية
2463;pa;bs;Punjabi
2464;pa;bg;Панджабски
2465;pa;ca;Punjabi
2466;pa;cs;Punjabi
2467;pa;sk;Pandžábčina
2468;pa;cy;Punjabi
2469;pa;da;Punjabi
2470;pa;el;Panjabi
2471;pa;eo;Punjabi
2472;pa;et;Punjabi
2473;pa;eu;Punjabi
2474;pa;fa;Punjabi
2475;pa;fi;pandzabi
2476;pa;ga;Punjabi
2477;pa;he;פנג'אבית
2478;pa;hi;Punjabi
2479;pa;hr;Pendžabljanin
2480;pa;hu;pandzsábi
2481;pa;hy;Punjabi
2482;pa;id;Punjabi
2483;pa;is;Punjabi
2484;pa;it;Panjabi
2485;pa;ja;パンジャーブ語
2486;pa;ko;펀자브어
2487;pa;ku;Punjabi
2488;pa;la;Punjabi
2489;pa;lv;Punjabi
2490;pa;lt;Punjabi
2491;pa;mk;Punjabi
2492;pa;mt;Punjabi
2493;pa;mn;Punjabi
2494;pa;ne;Punjabi
2495;pa;nl;Punjabi
2496;pa;nb;Punjabi
2497;pa;pa;Punjabi
2498;pa;pl;pendżabi
2499;pa;pt-pt;Panjabi
2500;pa;pt-br;Panjabi
2501;pa;qu;Punjabi
2502;pa;ro;Punjabi
2503;pa;ru;Панджаби
2504;pa;sl;Pandžabščina
2505;pa;so;Punjabi
2506;pa;sq;Punjabi
2507;pa;sr;панџаби
2508;pa;sv;Punjabi
2509;pa;ta;Punjabi
2510;pa;th;ปัญจาบ
2511;pa;tr;Pencapça
2512;pa;uk;Punjabi
2513;pa;ur;Punjabi
2514;pa;uz;Punjabi
2515;pa;vi;Punjabi
2516;pa;yi;Punjabi
2517;pa;zh-hans;旁遮普语
2518;pa;zu;Punjabi
2519;pa;zh-hant;旁遮普語
2520;pa;ms;Punjabi
2521;pl;en;Polish
2522;pl;es;Polaco
2523;pl;de;Polnisch
2524;pl;fr;Polonais
2525;pl;ar;البولندية
2526;pl;bs;Polish
2527;pl;bg;Полски
2528;pl;ca;Polish
2529;pl;cs;Polský
2530;pl;sk;Polština
2531;pl;cy;Polish
2532;pl;da;Polish
2533;pl;el;Πολωνικα
2534;pl;eo;Polish
2535;pl;et;Polish
2536;pl;eu;Polish
2537;pl;fa;Polish
2538;pl;fi;puola
2539;pl;ga;Polish
2540;pl;he;פולנית
2541;pl;hi;Polish
2542;pl;hr;Poljski
2543;pl;hu;lengyel
2544;pl;hy;Polish
2545;pl;id;Polish
2546;pl;is;Polish
2547;pl;it;Polacco
2548;pl;ja;ポーランド語
2549;pl;ko;폴란드어
2550;pl;ku;Polish
2551;pl;la;Polish
2552;pl;lv;Polish
2553;pl;lt;Polish
2554;pl;mk;Polish
2555;pl;mt;Polish
2556;pl;mn;Polish
2557;pl;ne;Polish
2558;pl;nl;Pools
2559;pl;nb;Polsk
2560;pl;pa;Polish
2561;pl;pl;polski
2562;pl;pt-pt;Polonês
2563;pl;pt-br;Polonês
2564;pl;qu;Polish
2565;pl;ro;Poloneză
2566;pl;ru;Польский
2567;pl;sl;Poljski
2568;pl;so;Polish
2569;pl;sq;Polish
2570;pl;sr;пољски
2571;pl;sv;Polska
2572;pl;ta;Polish
2573;pl;th;โปแลนด์
2574;pl;tr;Polonyaca
2575;pl;uk;Polish
2576;pl;ur;Polish
2577;pl;uz;Polish
2578;pl;vi;Polish
2579;pl;yi;Polish
2580;pl;zh-hans;波兰语
2581;pl;zu;Polish
2582;pl;zh-hant;波蘭語
2583;pl;ms;Polish
2584;pt-pt;en;Portuguese (Portugal)
2585;pt-pt;es;Portugués, Portugal
2586;pt-pt;de;Portugiesisch, Portugal
2587;pt-pt;fr;Portugais - du Portugal
2588;pt-pt;ar;البرتغالية ، البرتغال
2589;pt-pt;bs;Portuguese, Portugal
2590;pt-pt;bg;Португалски (Португалия)
2591;pt-pt;ca;Portuguese, Portugal
2592;pt-pt;cs;Portugalština ( Portugalsko)
2593;pt-pt;sk;Portugalština
2594;pt-pt;cy;Portuguese, Portugal
2595;pt-pt;da;Portuguese, Portugal
2596;pt-pt;el;Πορτογαλικα
2597;pt-pt;eo;Portuguese, Portugal
2598;pt-pt;et;Portuguese, Portugal
2599;pt-pt;eu;Portuguese, Portugal
2600;pt-pt;fa;Portuguese, Portugal
2601;pt-pt;fi;portugali
2602;pt-pt;ga;Portuguese, Portugal
2603;pt-pt;he;פורטוגזית
2604;pt-pt;hi;Portuguese, Portugal
2605;pt-pt;hr;Portugalski (Portugal)
2606;pt-pt;hu;portugál
2607;pt-pt;hy;Portuguese, Portugal
2608;pt-pt;id;Portuguese, Portugal
2609;pt-pt;is;Portuguese, Portugal
2610;pt-pt;it;Portoghese, Portogallo
2611;pt-pt;ja;ポルトガル語
2612;pt-pt;ko;포르투갈 포르투갈어
2613;pt-pt;ku;Portuguese, Portugal
2614;pt-pt;la;Portuguese, Portugal
2615;pt-pt;lv;Portuguese, Portugal
2616;pt-pt;lt;Portuguese, Portugal
2617;pt-pt;mk;Portuguese, Portugal
2618;pt-pt;mt;Portuguese, Portugal
2619;pt-pt;mn;Portuguese, Portugal
2620;pt-pt;ne;Portuguese, Portugal
2621;pt-pt;nl;Portugees, Portugal
2622;pt-pt;nb;Portugisisk (Portugal)
2623;pt-pt;pa;Portuguese, Portugal
2624;pt-pt;pl;portugalski, Portugalia
2625;pt-pt;pt-pt;Português
2626;pt-pt;pt-br;Português
2627;pt-pt;qu;Portuguese, Portugal
2628;pt-pt;ro;Portugheză (Portugalia)
2629;pt-pt;ru;Португальский, Португалия
2630;pt-pt;sl;Portugalščina ( Portugalska )
2631;pt-pt;so;Portuguese, Portugal
2632;pt-pt;sq;Portuguese, Portugal
2633;pt-pt;sr;Португалски (Португалија)
2634;pt-pt;sv;Portugisiska, Portugal
2635;pt-pt;ta;Portuguese, Portugal
2636;pt-pt;th;โปรตุเกส
2637;pt-pt;tr;Portekizce, Portekiz
2638;pt-pt;uk;Portuguese, Portugal
2639;pt-pt;ur;Portuguese, Portugal
2640;pt-pt;uz;Portuguese, Portugal
2641;pt-pt;vi;Portuguese, Portugal
2642;pt-pt;yi;Portuguese, Portugal
2643;pt-pt;zh-hans;葡萄牙语（葡萄牙）
2644;pt-pt;zu;Portuguese, Portugal
2645;pt-pt;zh-hant;葡萄牙語（葡萄牙）
2646;pt-pt;ms;Portuguese, Portugal
2647;pt-br;en;Portuguese (Brazil)
2648;pt-br;es;Portugués, Brasil
2649;pt-br;de;Portugiesisch, Brasilien
2650;pt-br;fr;Portugais - du Brésil
2651;pt-br;ar;البرتغالية ،البرازيل
2652;pt-br;bs;Portuguese, Brazil
2653;pt-br;bg;Португалски (Бразилия)
2654;pt-br;ca;Portuguese, Brazil
2655;pt-br;cs;Portugalština ( Brazílie)
2656;pt-br;sk;Brazílska Portugalština
2657;pt-br;cy;Portuguese, Brazil
2658;pt-br;da;Portuguese, Brazil
2659;pt-br;el;Πορτογαλικα
2660;pt-br;eo;Portuguese, Brazil
2661;pt-br;et;Portuguese, Brazil
2662;pt-br;eu;Portuguese, Brazil
2663;pt-br;fa;Portuguese, Brazil
2664;pt-br;fi;Brasilian portugali
2665;pt-br;ga;Portuguese, Brazil
2666;pt-br;he;פורטוגזית - ברזיל
2667;pt-br;hi;Portuguese, Brazil
2668;pt-br;hr;Portugalski (Brazil)
2669;pt-br;hu;brazil
2670;pt-br;hy;Portuguese, Brazil
2671;pt-br;id;Portuguese, Brazil
2672;pt-br;is;Portuguese, Brazil
2673;pt-br;it;Portoghese, Brasile
2674;pt-br;ja;ポルトガル語（ブラジル）
2675;pt-br;ko;브라질 포르투갈어
2676;pt-br;ku;Portuguese, Brazil
2677;pt-br;la;Portuguese, Brazil
2678;pt-br;lv;Portuguese, Brazil
2679;pt-br;lt;Portuguese, Brazil
2680;pt-br;mk;Portuguese, Brazil
2681;pt-br;mt;Portuguese, Brazil
2682;pt-br;mn;Portuguese, Brazil
2683;pt-br;ne;Portuguese, Brazil
2684;pt-br;nl;Portugees, Brazilië
2685;pt-br;nb;Portugisisk (Brasil)
2686;pt-br;pa;Portuguese, Brazil
2687;pt-br;pl;portugalski, Brazylia
2688;pt-br;pt-pt;Português
2689;pt-br;pt-br;Português
2690;pt-br;qu;Portuguese, Brazil
2691;pt-br;ro;Portugheză (Brazilia)
2692;pt-br;ru;Португальский, Бразилия
2693;pt-br;sl;Portugalščina ( Brazilija )
2694;pt-br;so;Portuguese, Brazil
2695;pt-br;sq;Portuguese, Brazil
2696;pt-br;sr;Португалски (Бразил)
2697;pt-br;sv;Portugisiska, Brasilien
2698;pt-br;ta;Portuguese, Brazil
2699;pt-br;th;โปรตุเกสบราซิล
2700;pt-br;tr;Portekizce, Brezilya
2701;pt-br;uk;Portuguese, Brazil
2702;pt-br;ur;Portuguese, Brazil
2703;pt-br;uz;Portuguese, Brazil
2704;pt-br;vi;Portuguese, Brazil
2705;pt-br;yi;Portuguese, Brazil
2706;pt-br;zh-hans;葡萄牙语（巴西）
2707;pt-br;zu;Portuguese, Brazil
2708;pt-br;zh-hant;葡萄牙語（巴西）
2709;pt-br;ms;Portuguese, Brazil
2710;qu;en;Quechua
2711;qu;es;Quechua
2712;qu;de;Quechua
2713;qu;fr;Quechua
2714;qu;ar;الكويتشوا
2715;qu;bs;Quechua
2716;qu;bg;Кечуа
2717;qu;ca;Quechua
2718;qu;cs;Quechua
2719;qu;sk;Jazyk Quechua
2720;qu;cy;Quechua
2721;qu;da;Quechua
2722;qu;el;Κετσουα
2723;qu;eo;Quechua
2724;qu;et;Quechua
2725;qu;eu;Quechua
2726;qu;fa;Quechua
2727;qu;fi;ketsua
2728;qu;ga;Quechua
2729;qu;he;קצ'ואה
2730;qu;hi;Quechua
2731;qu;hr;Quechua
2732;qu;hu;quechua
2733;qu;hy;Quechua
2734;qu;id;Quechua
2735;qu;is;Quechua
2736;qu;it;Quechua
2737;qu;ja;ケチュア語
2738;qu;ko;케추아어
2739;qu;ku;Quechua
2740;qu;la;Quechua
2741;qu;lv;Quechua
2742;qu;lt;Quechua
2743;qu;mk;Quechua
2744;qu;mt;Quechua
2745;qu;mn;Quechua
2746;qu;ne;Quechua
2747;qu;nl;Quechua
2748;qu;nb;Quechua
2749;qu;pa;Quechua
2750;qu;pl;keczua
2751;qu;pt-pt;Quechua
2752;qu;pt-br;Quechua
2753;qu;qu;Quechua
2754;qu;ro;Quechuană
2755;qu;ru;Кечуа
2756;qu;sl;Quechua
2757;qu;so;Quechua
2758;qu;sq;Quechua
2759;qu;sr;Кечуа
2760;qu;sv;Quechua
2761;qu;ta;Quechua
2762;qu;th;คิวชัว
2763;qu;tr;Quechua dili
2764;qu;uk;Quechua
2765;qu;ur;Quechua
2766;qu;uz;Quechua
2767;qu;vi;Quechua
2768;qu;yi;Quechua
2769;qu;zh-hans;盖丘亚语
2770;qu;zu;Quechua
2771;qu;zh-hant;蓋丘亞語
2772;qu;ms;Quechua
2773;ro;en;Romanian
2774;ro;es;Rumano
2775;ro;de;Rumänisch
2776;ro;fr;Roumain
2777;ro;ar;الرومانية
2778;ro;bs;Romanian
2779;ro;bg;Румънски
2780;ro;ca;Romanian
2781;ro;cs;Rumunština
2782;ro;sk;Rumunčina
2783;ro;cy;Romanian
2784;ro;da;Romanian
2785;ro;el;Ρουμανικα
2786;ro;eo;Romanian
2787;ro;et;Romanian
2788;ro;eu;Romanian
2789;ro;fa;Romanian
2790;ro;fi;romania
2791;ro;ga;Romanian
2792;ro;he;רומנית
2793;ro;hi;Romanian
2794;ro;hr;Rumunjski
2795;ro;hu;román
2796;ro;hy;Romanian
2797;ro;id;Romanian
2798;ro;is;Romanian
2799;ro;it;Rumeno
2800;ro;ja;ルーマニア語
2801;ro;ko;로마니아어
2802;ro;ku;Romanian
2803;ro;la;Romanian
2804;ro;lv;Romanian
2805;ro;lt;Romanian
2806;ro;mk;Romanian
2807;ro;mt;Romanian
2808;ro;mn;Romanian
2809;ro;ne;Romanian
2810;ro;nl;Roemeens
2811;ro;nb;Rumensk
2812;ro;pa;Romanian
2813;ro;pl;rumuński
2814;ro;pt-pt;Romeno
2815;ro;pt-br;Romeno
2816;ro;qu;Romanian
2817;ro;ro;Română
2818;ro;ru;Румынский
2819;ro;sl;Romunščina
2820;ro;so;Romanian
2821;ro;sq;Romanian
2822;ro;sr;румунски
2823;ro;sv;Rumänska
2824;ro;ta;Romanian
2825;ro;th;โรมาเนีย
2826;ro;tr;Rumence
2827;ro;uk;Romanian
2828;ro;ur;Romanian
2829;ro;uz;Romanian
2830;ro;vi;Romanian
2831;ro;yi;Romanian
2832;ro;zh-hans;罗马尼亚语
2833;ro;zu;Romanian
2834;ro;zh-hant;羅馬尼亞語
2835;ro;ms;Romanian
2836;ru;en;Russian
2837;ru;es;Ruso
2838;ru;de;Russisch
2839;ru;fr;Russe
2840;ru;ar;الروسية
2841;ru;bs;Russian
2842;ru;bg;Руски
2843;ru;ca;Russian
2844;ru;cs;Ruský
2845;ru;sk;Ruština
2846;ru;cy;Russian
2847;ru;da;Russian
2848;ru;el;Ρωσικα
2849;ru;eo;Russian
2850;ru;et;Russian
2851;ru;eu;Russian
2852;ru;fa;Russian
2853;ru;fi;venäjä
2854;ru;ga;Russian
2855;ru;he;רוסית
2856;ru;hi;Russian
2857;ru;hr;Ruski
2858;ru;hu;orosz
2859;ru;hy;Russian
2860;ru;id;Russian
2861;ru;is;Russian
2862;ru;it;Russo
2863;ru;ja;ロシア語
2864;ru;ko;러시아어
2865;ru;ku;Russian
2866;ru;la;Russian
2867;ru;lv;Russian
2868;ru;lt;Russian
2869;ru;mk;Russian
2870;ru;mt;Russian
2871;ru;mn;Russian
2872;ru;ne;Russian
2873;ru;nl;Russisch
2874;ru;nb;Russisk
2875;ru;pa;Russian
2876;ru;pl;rosyjski
2877;ru;pt-pt;Russo
2878;ru;pt-br;Russo
2879;ru;qu;Russian
2880;ru;ro;Rusă
2881;ru;ru;Русский
2882;ru;sl;Ruščina
2883;ru;so;Russian
2884;ru;sq;Russian
2885;ru;sr;руски
2886;ru;sv;Ryska
2887;ru;ta;Russian
2888;ru;th;รัสเซีย
2889;ru;tr;Rusça
2890;ru;uk;Russian
2891;ru;ur;Russian
2892;ru;uz;Russian
2893;ru;vi;Russian
2894;ru;yi;Russian
2895;ru;zh-hans;俄语
2896;ru;zu;Russian
2897;ru;zh-hant;俄語
2898;ru;ms;Russian
2899;sl;en;Slovenian
2900;sl;es;Esloveno
2901;sl;de;Slowenisch
2902;sl;fr;Slovène
2903;sl;ar;السلوفانية
2904;sl;bs;Slovenian
2905;sl;bg;Словенски
2906;sl;ca;Slovenian
2907;sl;cs;Slovinština
2908;sl;sk;Slovinčina
2909;sl;cy;Slovenian
2910;sl;da;Slovenian
2911;sl;el;Σλοβενικα
2912;sl;eo;Slovenian
2913;sl;et;Slovenian
2914;sl;eu;Slovenian
2915;sl;fa;Slovenian
2916;sl;fi;sloveeni
2917;sl;ga;Slovenian
2918;sl;he;סלובנית
2919;sl;hi;Slovenian
2920;sl;hr;Slovenac
2921;sl;hu;szlovén
2922;sl;hy;Slovenian
2923;sl;id;Slovenian
2924;sl;is;Slovenian
2925;sl;it;Sloveno
2926;sl;ja;スロベニア語
2927;sl;ko;슬로베니아어
2928;sl;ku;Slovenian
2929;sl;la;Slovenian
2930;sl;lv;Slovenian
2931;sl;lt;Slovenian
2932;sl;mk;Slovenian
2933;sl;mt;Slovenian
2934;sl;mn;Slovenian
2935;sl;ne;Slovenian
2936;sl;nl;Sloveens
2937;sl;nb;Slovensk
2938;sl;pa;Slovenian
2939;sl;pl;słoweński
2940;sl;pt-pt;Esloveno
2941;sl;pt-br;Esloveno
2942;sl;qu;Slovenian
2943;sl;ro;Slovenă
2944;sl;ru;Словенский
2945;sl;sl;Slovenščina
2946;sl;so;Slovenian
2947;sl;sq;Slovenian
2948;sl;sr;словеначки
2949;sl;sv;Slovenska
2950;sl;ta;Slovenian
2951;sl;th;สโลวีเนียน
2952;sl;tr;Sloven dili
2953;sl;uk;Slovenian
2954;sl;ur;Slovenian
2955;sl;uz;Slovenian
2956;sl;vi;Slovenian
2957;sl;yi;Slovenian
2958;sl;zh-hans;斯洛文尼亚语
2959;sl;zu;Slovenian
2960;sl;zh-hant;斯洛文尼亞語
2961;sl;ms;Slovenian
2962;so;en;Somali
2963;so;es;Somalí
2964;so;de;Somali
2965;so;fr;Somali
