id;language_code;display_language_code;name
1099;fi;ja;フィンランド語
1100;fi;ko;핀란드어
1101;fi;ku;Finnish
1102;fi;la;Finnish
1103;fi;lv;Finnish
1104;fi;lt;Finnish
1105;fi;mk;Finnish
1106;fi;mt;Finnish
1107;fi;mn;Finnish
1108;fi;ne;Finnish
1109;fi;nl;Fins
1110;fi;nb;Finsk
1111;fi;pa;Finnish
1112;fi;pl;fiński
1113;fi;pt-pt;Finlandês
1114;fi;pt-br;Finlandês
1115;fi;qu;Finnish
1116;fi;ro;Finlandeză
1117;fi;ru;Финский
1118;fi;sl;Finski
1119;fi;so;Finnish
1120;fi;sq;Finnish
1121;fi;sr;фински
1122;fi;sv;Finska
1123;fi;ta;Finnish
1124;fi;th;ฟินนิช
1125;fi;tr;Fince
1126;fi;uk;Finnish
1127;fi;ur;Finnish
1128;fi;uz;Finnish
1129;fi;vi;Finnish
1130;fi;yi;Finnish
1131;fi;zh-hans;芬兰语
1132;fi;zu;Finnish
1133;fi;zh-hant;芬蘭語
1134;fi;ms;Finnish
1135;ga;en;Irish
1136;ga;es;Irlandés
1137;ga;de;Irisch
1138;ga;fr;Irlandais
1139;ga;ar;الأيرلندية
1140;ga;bs;Irish
1141;ga;bg;Ирландски
1142;ga;ca;Irish
1143;ga;cs;Irský
1144;ga;sk;Írština
1145;ga;cy;Irish
1146;ga;da;Irish
1147;ga;el;Ιρλανδικα
1148;ga;eo;Irish
1149;ga;et;Irish
1150;ga;eu;Irish
1151;ga;fa;Irish
1152;ga;fi;iiri
1153;ga;ga;Gaeilge
1154;ga;he;אירית
1155;ga;hi;Irish
1156;ga;hr;Irci
1157;ga;hu;ír
1158;ga;hy;Irish
1159;ga;id;Irish
1160;ga;is;Irish
1161;ga;it;Irlandese
1162;ga;ja;アイルランド語
1163;ga;ko;아일랜드어
1164;ga;ku;Irish
1165;ga;la;Irish
1166;ga;lv;Irish
1167;ga;lt;Irish
1168;ga;mk;Irish
1169;ga;mt;Irish
1170;ga;mn;Irish
1171;ga;ne;Irish
1172;ga;nl;Iers
1173;ga;nb;Irish
1174;ga;pa;Irish
1175;ga;pl;irlandzki
1176;ga;pt-pt;Irlandês
1177;ga;pt-br;Irlandês
1178;ga;qu;Irish
1179;ga;ro;Irlandeză
1180;ga;ru;Ирландский
1181;ga;sl;Irski
1182;ga;so;Irish
1183;ga;sq;Irish
1184;ga;sr;ирски
1185;ga;sv;Irländska
1186;ga;ta;Irish
1187;ga;th;ไอริช
1188;ga;tr;İrlanda dili
1189;ga;uk;Irish
1190;ga;ur;Irish
1191;ga;uz;Irish
1192;ga;vi;Irish
1193;ga;yi;Irish
1194;ga;zh-hans;爱尔兰语
1195;ga;zu;Irish
1196;ga;zh-hant;愛爾蘭語
1197;ga;ms;Irish
1198;he;en;Hebrew
1199;he;es;Hebreo
1200;he;de;Hebräisch
1201;he;fr;Hébreu
1202;he;ar;العبرية
1203;he;bs;Hebrew
1204;he;bg;Иврит
1205;he;ca;Hebrew
1206;he;cs;Hebrejština
1207;he;sk;Hebrejčina
1208;he;cy;Hebrew
1209;he;da;Hebrew
1210;he;el;Εβραικα
1211;he;eo;Hebrew
1212;he;et;Hebrew
1213;he;eu;Hebrew
1214;he;fa;Hebrew
1215;he;fi;heprea
1216;he;ga;Hebrew
1217;he;he;עברית
1218;he;hi;Hebrew
1219;he;hr;Hebrejski
1220;he;hu;héber
1221;he;hy;Hebrew
1222;he;id;Hebrew
1223;he;is;Hebrew
1224;he;it;Ebraico
1225;he;ja;ヘブライ語
1226;he;ko;히브리어
1227;he;ku;Hebrew
1228;he;la;Hebrew
1229;he;lv;Hebrew
1230;he;lt;Hebrew
1231;he;mk;Hebrew
1232;he;mt;Hebrew
1233;he;mn;Hebrew
1234;he;ne;Hebrew
1235;he;nl;Hebreeuws
1236;he;nb;Hebraisk
1237;he;pa;Hebrew
1238;he;pl;hebrajski
1239;he;pt-pt;Hebraico
1240;he;pt-br;Hebraico
1241;he;qu;Hebrew
1242;he;ro;Ebraică
1243;he;ru;Иврит
1244;he;sl;Hebrejščina
1245;he;so;Hebrew
1246;he;sq;Hebrew
1247;he;sr;Хебрејски
1248;he;sv;Hebreiska
1249;he;ta;Hebrew
1250;he;th;ฮิบรู
1251;he;tr;İbranice
1252;he;uk;Hebrew
1253;he;ur;Hebrew
1254;he;uz;Hebrew
1255;he;vi;Hebrew
1256;he;yi;Hebrew
1257;he;zh-hans;希伯来语
1258;he;zu;Hebrew
1259;he;zh-hant;希伯來語
1260;he;ms;Hebrew
1261;hi;en;Hindi
1262;hi;es;Hindi
1263;hi;de;Hindi
1264;hi;fr;Hindi
1265;hi;ar;الهندية
1266;hi;bs;Hindi
1267;hi;bg;Хинди
1268;hi;ca;Hindi
1269;hi;cs;Hindština
1270;hi;sk;Hindčina
1271;hi;cy;Hindi
1272;hi;da;Hindi
1273;hi;el;Ινδικα
1274;hi;eo;Hindi
1275;hi;et;Hindi
1276;hi;eu;Hindi
1277;hi;fa;Hindi
1278;hi;fi;hindi
1279;hi;ga;Hindi
1280;hi;he;הודית
1281;hi;hi;हिन्दी
1282;hi;hr;Hindski
1283;hi;hu;hindi
1284;hi;hy;Hindi
1285;hi;id;Hindi
1286;hi;is;Hindi
1287;hi;it;Hindi
1288;hi;ja;ヒンディー語
1289;hi;ko;힌두어
1290;hi;ku;Hindi
1291;hi;la;Hindi
1292;hi;lv;Hindi
1293;hi;lt;Hindi
1294;hi;mk;Hindi
1295;hi;mt;Hindi
1296;hi;mn;Hindi
1297;hi;ne;Hindi
1298;hi;nl;Hindi
1299;hi;nb;Hindi
1300;hi;pa;Hindi
1301;hi;pl;hindi
1302;hi;pt-pt;Hindi
1303;hi;pt-br;Hindi
1304;hi;qu;Hindi
1305;hi;ro;Hindi
1306;hi;ru;Хинди
1307;hi;sl;Hindi
1308;hi;so;Hindi
1309;hi;sq;Hindi
1310;hi;sr;хинди
1311;hi;sv;Hindi
1312;hi;ta;Hindi
1313;hi;th;ฮินดิ
1314;hi;tr;Hintçe
1315;hi;uk;Hindi
1316;hi;ur;Hindi
1317;hi;uz;Hindi
1318;hi;vi;Hindi
1319;hi;yi;Hindi
1320;hi;zh-hans;印地语
1321;hi;zu;Hindi
1322;hi;zh-hant;印地語
1323;hi;ms;Hindi
1324;hr;en;Croatian
1325;hr;es;Croata
1326;hr;de;Kroatisch
1327;hr;fr;Croate
1328;hr;ar;الكرواتية
1329;hr;bs;Croatian
1330;hr;bg;Хърватски
1331;hr;ca;Croatian
1332;hr;cs;Chorvatský
1333;hr;sk;Chorvátština
1334;hr;cy;Croatian
1335;hr;da;Croatian
1336;hr;el;Κροατικα
1337;hr;eo;Croatian
1338;hr;et;Croatian
1339;hr;eu;Croatian
1340;hr;fa;Croatian
1341;hr;fi;kroatia
1342;hr;ga;Croatian
1343;hr;he;קרוטאית
1344;hr;hi;Croatian
1345;hr;hr;Hrvatski
1346;hr;hu;horvát
1347;hr;hy;Croatian
1348;hr;id;Croatian
1349;hr;is;Croatian
1350;hr;it;Croato
1351;hr;ja;クロアチア語
1352;hr;ko;크로아시아어
1353;hr;ku;Croatian
1354;hr;la;Croatian
1355;hr;lv;Croatian
1356;hr;lt;Croatian
1357;hr;mk;Croatian
1358;hr;mt;Croatian
1359;hr;mn;Croatian
1360;hr;ne;Croatian
1361;hr;nl;Kroatisch
1362;hr;nb;Kroatisk
1363;hr;pa;Croatian
1364;hr;pl;chorwacki
1365;hr;pt-pt;Croata
1366;hr;pt-br;Croata
1367;hr;qu;Croatian
1368;hr;ro;Croată
1369;hr;ru;Хорватский
1370;hr;sl;Hrvaški
1371;hr;so;Croatian
1372;hr;sq;Croatian
1373;hr;sr;хрватски
1374;hr;sv;Kroatiska
1375;hr;ta;Croatian
1376;hr;th;โครเอเชีย
1377;hr;tr;Hırvatça
1378;hr;uk;Croatian
1379;hr;ur;Croatian
1380;hr;uz;Croatian
1381;hr;vi;Croatian
1382;hr;yi;Croatian
1383;hr;zh-hans;克罗地亚语
1384;hr;zu;Croatian
1385;hr;zh-hant;克羅地亞語
1386;hr;ms;Croatian
1387;hu;en;Hungarian
1388;hu;es;Húngaro
1389;hu;de;Ungarisch
1390;hu;fr;Hongrois
1391;hu;ar;الهنغارية
1392;hu;bs;Hungarian
1393;hu;bg;Унгарски
1394;hu;ca;Hungarian
1395;hu;cs;Maďarština
1396;hu;sk;Maďarčina
1397;hu;cy;Hungarian
1398;hu;da;Hungarian
1399;hu;el;Ουγγρικα
1400;hu;eo;Hungarian
1401;hu;et;Hungarian
1402;hu;eu;Hungarian
1403;hu;fa;Hungarian
1404;hu;fi;unkari
1405;hu;ga;Hungarian
1406;hu;he;הונגרית
1407;hu;hi;Hungarian
1408;hu;hr;Mađarski
1409;hu;hu;Magyar
1410;hu;hy;Hungarian
1411;hu;id;Hungarian
1412;hu;is;Hungarian
1413;hu;it;Ungherese
1414;hu;ja;ハンガリー語
1415;hu;ko;헝가리어
1416;hu;ku;Hungarian
1417;hu;la;Hungarian
1418;hu;lv;Hungarian
1419;hu;lt;Hungarian
1420;hu;mk;Hungarian
1421;hu;mt;Hungarian
1422;hu;mn;Hungarian
1423;hu;ne;Hungarian
1424;hu;nl;Hongaars
1425;hu;nb;Ungarsk
1426;hu;pa;Hungarian
1427;hu;pl;węgierski
1428;hu;pt-pt;Húngaro
1429;hu;pt-br;Húngaro
1430;hu;qu;Hungarian
1431;hu;ro;Ungară
1432;hu;ru;Венгерский
1433;hu;sl;Madžarski
1434;hu;so;Hungarian
1435;hu;sq;Hungarian
1436;hu;sr;мађарски
1437;hu;sv;Ungerska
1438;hu;ta;Hungarian
1439;hu;th;ฮังการี
1440;hu;tr;Macarca
1441;hu;uk;Hungarian
1442;hu;ur;Hungarian
1443;hu;uz;Hungarian
1444;hu;vi;Hungarian
1445;hu;yi;Hungarian
1446;hu;zh-hans;匈牙利语
1447;hu;zu;Hungarian
1448;hu;zh-hant;匈牙利語
1449;hu;ms;Hungarian
1450;hy;en;Armenian
1451;hy;es;Armenio
1452;hy;de;Armenisch
1453;hy;fr;Arménien
1454;hy;ar;الأرمينية
1455;hy;bs;Armenian
1456;hy;bg;Арменски
1457;hy;ca;Armenian
1458;hy;cs;Arménský
1459;hy;sk;Arménčina
1460;hy;cy;Armenian
1461;hy;da;Armenian
1462;hy;el;Αρμενικα
1463;hy;eo;Armenian
1464;hy;et;Armenian
1465;hy;eu;Armenian
1466;hy;fa;Armenian
1467;hy;fi;armenia
1468;hy;ga;Armenian
1469;hy;he;ארמנית
1470;hy;hi;Armenian
1471;hy;hr;Armenac
1472;hy;hu;örmény
1473;hy;hy;հայերեն
1474;hy;id;Armenian
1475;hy;is;Armenian
1476;hy;it;Armeno
1477;hy;ja;アルメニア語
1478;hy;ko;아르메니아어
1479;hy;ku;Armenian
1480;hy;la;Armenian
1481;hy;lv;Armenian
1482;hy;lt;Armenian
1483;hy;mk;Armenian
1484;hy;mt;Armenian
1485;hy;mn;Armenian
1486;hy;ne;Armenian
1487;hy;nl;Armeens
1488;hy;nb;Armensk
1489;hy;pa;Armenian
1490;hy;pl;ormiański
1491;hy;pt-pt;Arménio
1492;hy;pt-br;Arménio
1493;hy;qu;Armenian
1494;hy;ro;Armeană
1495;hy;ru;Армянский
1496;hy;sl;Armenski
1497;hy;so;Armenian
1498;hy;sq;Armenian
1499;hy;sr;јерменски
1500;hy;sv;Armeniska
1501;hy;ta;Armenian
1502;hy;th;อาร์เมเนีย
1503;hy;tr;Ermenice
1504;hy;uk;Armenian
1505;hy;ur;Armenian
1506;hy;uz;Armenian
1507;hy;vi;Armenian
1508;hy;yi;Armenian
1509;hy;zh-hans;亚美尼亚语
1510;hy;zu;Armenian
1511;hy;zh-hant;亞美尼亞語
1512;hy;ms;Armenian
1513;id;en;Indonesian
1514;id;es;Indonesio
1515;id;de;Indonesisch
1516;id;fr;Indonésien
1517;id;ar;الأندونيسية
1518;id;bs;Indonesian
1519;id;bg;Индонезийски
1520;id;ca;Indonesian
1521;id;cs;Indonéský
1522;id;sk;Indonézčina
1523;id;cy;Indonesian
1524;id;da;Indonesian
1525;id;el;Ινδονησιακα
1526;id;eo;Indonesian
1527;id;et;Indonesian
1528;id;eu;Indonesian
1529;id;fa;Indonesian
1530;id;fi;indonesia
1531;id;ga;Indonesian
1532;id;he;אינדונזית
1533;id;hi;Indonesian
1534;id;hr;Indonezijski
1535;id;hu;indonéz
1536;id;hy;Indonesian
1537;id;id;Indonesia
1538;id;is;Indonesian
1539;id;it;Indonesiano
1540;id;ja;インドネシア語
1541;id;ko;인도네시아어
1542;id;ku;Indonesian
1543;id;la;Indonesian
1544;id;lv;Indonesian
1545;id;lt;Indonesian
1546;id;mk;Indonesian
1547;id;mt;Indonesian
1548;id;mn;Indonesian
1549;id;ne;Indonesian
1550;id;nl;Indonesisch
1551;id;nb;Indonesian
1552;id;pa;Indonesian
1553;id;pl;indonezyjski
1554;id;pt-pt;Indonésio
1555;id;pt-br;Indonésio
1556;id;qu;Indonesian
1557;id;ro;Indoneziană
1558;id;ru;Индонезийский
1559;id;sl;Indonezijski
1560;id;so;Indonesian
1561;id;sq;Indonesian
1562;id;sr;индонезијски
1563;id;sv;Indonesiska
1564;id;ta;Indonesian
1565;id;th;อินโดนีเซีย
1566;id;tr;Endonezya dili
1567;id;uk;Indonesian
1568;id;ur;Indonesian
1569;id;uz;Indonesian
1570;id;vi;Indonesian
1571;id;yi;Indonesian
1572;id;zh-hans;印度尼西亚语
1573;id;zu;Indonesian
1574;id;zh-hant;印尼語
1575;id;ms;Indonesian
1576;is;en;Icelandic
1577;is;es;Islandés
1578;is;de;Isländisch
1579;is;fr;Islandais
1580;is;ar;الأيسلاندية
1581;is;bs;Icelandic
1582;is;bg;Исландски
1583;is;ca;Icelandic
1584;is;cs;Islandský
1585;is;sk;Islančina
1586;is;cy;Icelandic
1587;is;da;Icelandic
1588;is;el;Ισλανδικα
1589;is;eo;Icelandic
1590;is;et;Icelandic
1591;is;eu;Icelandic
1592;is;fa;Icelandic
1593;is;fi;islanti
1594;is;ga;Icelandic
1595;is;he;איסלנדית
1596;is;hi;Icelandic
1597;is;hr;Islandski
1598;is;hu;izlandi
1599;is;hy;Icelandic
1600;is;id;Icelandic
1601;is;is;Íslenska
1602;is;it;Islandese
1603;is;ja;アイスランド語
1604;is;ko;아이슬랜드어
1605;is;ku;Icelandic
1606;is;la;Icelandic
1607;is;lv;Icelandic
1608;is;lt;Icelandic
1609;is;mk;Icelandic
1610;is;mt;Icelandic
1611;is;mn;Icelandic
1612;is;ne;Icelandic
1613;is;nl;Ijslands
1614;is;nb;Islandsk
1615;is;pa;Icelandic
1616;is;pl;islandzki
1617;is;pt-pt;Islandês
1618;is;pt-br;Islandês
1619;is;qu;Icelandic
1620;is;ro;Islandeză
1621;is;ru;Исландский
1622;is;sl;Islandski
1623;is;so;Icelandic
1624;is;sq;Icelandic
1625;is;sr;исландски
1626;is;sv;Isländska
1627;is;ta;Icelandic
1628;is;th;ไอซ์แลนด์
1629;is;tr;İzlandaca
1630;is;uk;Icelandic
1631;is;ur;Icelandic
1632;is;uz;Icelandic
1633;is;vi;Icelandic
1634;is;yi;Icelandic
1635;is;zh-hans;冰岛语
1636;is;zu;Icelandic
1637;is;zh-hant;冰島語
1638;is;ms;Icelandic
1639;it;en;Italian
1640;it;es;Italiano
1641;it;de;Italienisch
1642;it;fr;Italien
1643;it;ar;الإيطالية
1644;it;bs;Italian
1645;it;bg;Италиански
1646;it;ca;Italian
1647;it;cs;Ital
1648;it;sk;Taliančina
1649;it;cy;Italian
1650;it;da;Italian
1651;it;el;Ιταλικα
1652;it;eo;Italian
1653;it;et;Italian
1654;it;eu;Italian
1655;it;fa;Italian
1656;it;fi;italia
1657;it;ga;Italian
1658;it;he;איטלקית
1659;it;hi;Italian
1660;it;hr;Talijanski
1661;it;hu;olasz
1662;it;hy;Italian
1663;it;id;Italian
1664;it;is;Italian
1665;it;it;Italiano
1666;it;ja;イタリア語
1667;it;ko;이태리어
1668;it;ku;Italian
1669;it;la;Italian
1670;it;lv;Italian
1671;it;lt;Italian
1672;it;mk;Italian
1673;it;mt;Italian
1674;it;mn;Italian
1675;it;ne;Italian
1676;it;nl;Italiaans
1677;it;nb;Italiensk
1678;it;pa;Italian
1679;it;pl;włoski
1680;it;pt-pt;Italiano
1681;it;pt-br;Italiano
1682;it;qu;Italian
1683;it;ro;Italiană
1684;it;ru;Итальянский
1685;it;sl;Italijanski
1686;it;so;Italian
1687;it;sq;Italian
1688;it;sr;италијански
1689;it;sv;Italienska
1690;it;ta;Italian
1691;it;th;อิตาลี
1692;it;tr;İtalyanca
1693;it;uk;Italian
1694;it;ur;Italian
1695;it;uz;Italian
1696;it;vi;Italian
1697;it;yi;Italian
1698;it;zh-hans;意大利语
1699;it;zu;Italian
1700;it;zh-hant;義大利語
1701;it;ms;Italian
1702;ja;en;Japanese
1703;ja;es;Japonés
1704;ja;de;Japanisch
1705;ja;fr;Japonais
1706;ja;ar;اليابانية
1707;ja;bs;Japanese
1708;ja;bg;Японски
1709;ja;ca;Japanese
1710;ja;cs;Japonský
1711;ja;sk;Japonština
1712;ja;cy;Japanese
1713;ja;da;Japanese
1714;ja;el;Ιαπωνικα
1715;ja;eo;Japanese
1716;ja;et;Japanese
1717;ja;eu;Japanese
1718;ja;fa;Japanese
1719;ja;fi;japani
1720;ja;ga;Japanese
1721;ja;he;יפנית
1722;ja;hi;Japanese
1723;ja;hr;Japanski
1724;ja;hu;japán
1725;ja;hy;Japanese
1726;ja;id;Japanese
1727;ja;is;Japanese
1728;ja;it;Giapponese
1729;ja;ja;日本語
1730;ja;ko;일어
1731;ja;ku;Japanese
1732;ja;la;Japanese
1733;ja;lv;Japanese
1734;ja;lt;Japanese
1735;ja;mk;Japanese
1736;ja;mt;Japanese
1737;ja;mn;Japanese
1738;ja;ne;Japanese
1739;ja;nl;Japans
1740;ja;nb;Japansk
1741;ja;pa;Japanese
1742;ja;pl;japoński
1743;ja;pt-pt;Japonês
1744;ja;pt-br;Japonês
1745;ja;qu;Japanese
1746;ja;ro;Japoneză
1747;ja;ru;Японский
1748;ja;sl;Japonski
1749;ja;so;Japanese
1750;ja;sq;Japanese
1751;ja;sr;јапански
1752;ja;sv;Japanska
1753;ja;ta;Japanese
1754;ja;th;ญี่ปุ่น
1755;ja;tr;Japonca
1756;ja;uk;Japanese
1757;ja;ur;Japanese
1758;ja;uz;Japanese
1759;ja;vi;Japanese
1760;ja;yi;Japanese
1761;ja;zh-hans;日语
1762;ja;zu;Japanese
1763;ja;zh-hant;日語
1764;ja;ms;Japanese
1765;ko;en;Korean
1766;ko;es;Coreano
1767;ko;de;Koreanisch
1768;ko;fr;Coréen
1769;ko;ar;الكورية
1770;ko;bs;Korean
1771;ko;bg;Корейски
1772;ko;ca;Korean
1773;ko;cs;Korejský
1774;ko;sk;Kórejčina
1775;ko;cy;Korean
1776;ko;da;Korean
1777;ko;el;Κορεατικα
1778;ko;eo;Korean
1779;ko;et;Korean
1780;ko;eu;Korean
1781;ko;fa;Korean
1782;ko;fi;korea
1783;ko;ga;Korean
1784;ko;he;קוראנית
1785;ko;hi;Korean
1786;ko;hr;Korejski
1787;ko;hu;koreai
1788;ko;hy;Korean
1789;ko;id;Korean
1790;ko;is;Korean
1791;ko;it;Coreano
1792;ko;ja;韓国語
1793;ko;ko;한국어
1794;ko;ku;Korean
1795;ko;la;Korean
1796;ko;lv;Korean
1797;ko;lt;Korean
1798;ko;mk;Korean
1799;ko;mt;Korean
1800;ko;mn;Korean
1801;ko;ne;Korean
1802;ko;nl;Koreaans
1803;ko;nb;Koreanske
1804;ko;pa;Korean
1805;ko;pl;koreański
1806;ko;pt-pt;Coreano
1807;ko;pt-br;Coreano
1808;ko;qu;Korean
1809;ko;ro;Coreană
1810;ko;ru;Корейский
1811;ko;sl;Korejski
1812;ko;so;Korean
1813;ko;sq;Korean
1814;ko;sr;корејски
1815;ko;sv;Koreanska
1816;ko;ta;Korean
1817;ko;th;เกาหลี
1818;ko;tr;Kore dili
1819;ko;uk;Korean
1820;ko;ur;Korean
1821;ko;uz;Korean
1822;ko;vi;Korean
1823;ko;yi;Korean
1824;ko;zh-hans;韩语
1825;ko;zu;Korean
1826;ko;zh-hant;韓語
1827;ko;ms;Korean
1828;ku;en;Kurdish
1829;ku;es;Kurdo
1830;ku;de;Kurdisch
1831;ku;fr;Kurde
1832;ku;ar;الكردية
1833;ku;bs;Kurdish
1834;ku;bg;Кюрдски
1835;ku;ca;Kurdish
1836;ku;cs;Kurdský
1837;ku;sk;Kurdština
1838;ku;cy;Kurdish
1839;ku;da;Kurdish
1840;ku;el;Κουρδικα
1841;ku;eo;Kurdish
1842;ku;et;Kurdish
1843;ku;eu;Kurdish
1844;ku;fa;Kurdish
1845;ku;fi;kurdi
1846;ku;ga;Kurdish
1847;ku;he;כורדית
1848;ku;hi;Kurdish
1849;ku;hr;Kurdski
1850;ku;hu;kurd
1851;ku;hy;Kurdish
1852;ku;id;Kurdish
1853;ku;is;Kurdish
1854;ku;it;Curdo
1855;ku;ja;クルド語
1856;ku;ko;쿠르드어
1857;ku;ku;Kurdish
1858;ku;la;Kurdish
1859;ku;lv;Kurdish
1860;ku;lt;Kurdish
1861;ku;mk;Kurdish
1862;ku;mt;Kurdish
1863;ku;mn;Kurdish
1864;ku;ne;Kurdish
1865;ku;nl;Koerdish
1866;ku;nb;Kurdisk
1867;ku;pa;Kurdish
1868;ku;pl;kurdyjski
1869;ku;pt-pt;Curdo
1870;ku;pt-br;Curdo
1871;ku;qu;Kurdish
1872;ku;ro;Kurdă
1873;ku;ru;Курдский
1874;ku;sl;Kurdščina
1875;ku;so;Kurdish
1876;ku;sq;Kurdish
1877;ku;sr;курдски
1878;ku;sv;Kurdiska
1879;ku;ta;Kurdish
1880;ku;th;เคอร์ดิช
1881;ku;tr;Kürtçe
1882;ku;uk;Kurdish
1883;ku;ur;Kurdish
1884;ku;uz;Kurdish
1885;ku;vi;Kurdish
1886;ku;yi;Kurdish
1887;ku;zh-hans;库尔德语
1888;ku;zu;Kurdish
1889;ku;zh-hant;庫爾德語
1890;ku;ms;Kurdish
1891;la;en;Latin
1892;la;es;Latín
1893;la;de;Latein
1894;la;fr;Latin
1895;la;ar;اللاتينية
1896;la;bs;Latin
1897;la;bg;Латински
1898;la;ca;Latin
1899;la;cs;Latina
1900;la;sk;Latinčina
1901;la;cy;Latin
1902;la;da;Latin
1903;la;el;Λατινικη
1904;la;eo;Latin
1905;la;et;Latin
1906;la;eu;Latin
1907;la;fa;Latin
1908;la;fi;latina
1909;la;ga;Latin
1910;la;he;לטינית
1911;la;hi;Latin
1912;la;hr;Latin
1913;la;hu;latin
1914;la;hy;Latin
1915;la;id;Latin
1916;la;is;Latin
1917;la;it;Latino
1918;la;ja;ラテン語
1919;la;ko;라틴어
1920;la;ku;Latin
1921;la;la;Latin
1922;la;lv;Latin
1923;la;lt;Latin
1924;la;mk;Latin
1925;la;mt;Latin
1926;la;mn;Latin
1927;la;ne;Latin
1928;la;nl;Latijn
1929;la;nb;Latin
1930;la;pa;Latin
1931;la;pl;łaciński
1932;la;pt-pt;Latim
1933;la;pt-br;Latim
1934;la;qu;Latin
1935;la;ro;Latină
1936;la;ru;Латинский
1937;la;sl;Latinščina
1938;la;so;Latin
1939;la;sq;Latin
1940;la;sr;латински
1941;la;sv;Latin
1942;la;ta;Latin
1943;la;th;ละติน
1944;la;tr;Latince
1945;la;uk;Latin
1946;la;ur;Latin
1947;la;uz;Latin
1948;la;vi;Latin
1949;la;yi;Latin
1950;la;zh-hans;拉丁语
1951;la;zu;Latin
1952;la;zh-hant;拉丁語
1953;la;ms;Latin
1954;lv;en;Latvian
1955;lv;es;Letón
1956;lv;de;Lettisch
1957;lv;fr;Letton
1958;lv;ar;اللاتفية
1959;lv;bs;Latvian
1960;lv;bg;Латвийски
1961;lv;ca;Latvian
1962;lv;cs;Lotyština
1963;lv;sk;Lotyština
1964;lv;cy;Latvian
1965;lv;da;Latvian
1966;lv;el;Λετονικα
1967;lv;eo;Latvian
1968;lv;et;Latvian
1969;lv;eu;Latvian
1970;lv;fa;Latvian
1971;lv;fi;latvia
1972;lv;ga;Latvian
1973;lv;he;לטבית
1974;lv;hi;Latvian
1975;lv;hr;Letonski
1976;lv;hu;lett
1977;lv;hy;Latvian
1978;lv;id;Latvian
1979;lv;is;Latvian
1980;lv;it;Lettone
1981;lv;ja;ラトビア語
1982;lv;ko;라트비아어
1983;lv;ku;Latvian
1984;lv;la;Latvian
1985;lv;lv;Latviešu
1986;lv;lt;Latvian
1987;lv;mk;Latvian
1988;lv;mt;Latvian
1989;lv;mn;Latvian
1990;lv;ne;Latvian
1991;lv;nl;Lets
1992;lv;nb;Latvisk
1993;lv;pa;Latvian
1994;lv;pl;łotewski
1995;lv;pt-pt;Letão
1996;lv;pt-br;Letão
1997;lv;qu;Latvian
1998;lv;ro;Letoniană
1999;lv;ru;латышский
2000;lv;sl;Latvijščina
2001;lv;so;Latvian
2002;lv;sq;Latvian
2003;lv;sr;летонски
2004;lv;sv;Lettiska
2005;lv;ta;Latvian
2006;lv;th;ลัตเวีย
2007;lv;tr;Letonca
2008;lv;uk;Latvian
2009;lv;ur;Latvian
2010;lv;uz;Latvian
2011;lv;vi;Latvian
2012;lv;yi;Latvian
2013;lv;zh-hans;拉脱维亚语
2014;lv;zu;Latvian
2015;lv;zh-hant;拉脫維亞語
2016;lv;ms;Latvian
2017;lt;en;Lithuanian
2018;lt;es;Lituano
2019;lt;de;Litauisch
2020;lt;fr;Lituanien
2021;lt;ar;اللتوانية
2022;lt;bs;Lithuanian
2023;lt;bg;Литовски
2024;lt;ca;Lithuanian
2025;lt;cs;litevský
2026;lt;sk;Litovčina
2027;lt;cy;Lithuanian
2028;lt;da;Lithuanian
2029;lt;el;Λιθουανικα
2030;lt;eo;Lithuanian
2031;lt;et;Lithuanian
2032;lt;eu;Lithuanian
2033;lt;fa;Lithuanian
2034;lt;fi;liettua
2035;lt;ga;Lithuanian
2036;lt;he;ליטאית
2037;lt;hi;Lithuanian
2038;lt;hr;Litvanski
2039;lt;hu;litván
2040;lt;hy;Lithuanian
2041;lt;id;Lithuanian
2042;lt;is;Lithuanian
2043;lt;it;Lituano
2044;lt;ja;リトアニア語
2045;lt;ko;리투아니아어
2046;lt;ku;Lithuanian
2047;lt;la;Lithuanian
2048;lt;lv;Lithuanian
2049;lt;lt;Lietuvos
2050;lt;mk;Lithuanian
2051;lt;mt;Lithuanian
2052;lt;mn;Lithuanian
2053;lt;ne;Lithuanian
2054;lt;nl;Litouws
2055;lt;nb;Litauisk
2056;lt;pa;Lithuanian
2057;lt;pl;litewski
2058;lt;pt-pt;Lituano
2059;lt;pt-br;Lituano
2060;lt;qu;Lithuanian
2061;lt;ro;Lituaniană
2062;lt;ru;Литовский
2063;lt;sl;Litovščina
2064;lt;so;Lithuanian
2065;lt;sq;Lithuanian
2066;lt;sr;литвански
2067;lt;sv;Litauiska
2068;lt;ta;Lithuanian
2069;lt;th;ลิธัวเนีย
2070;lt;tr;Litvanyaca
2071;lt;uk;Lithuanian
2072;lt;ur;Lithuanian
2073;lt;uz;Lithuanian
2074;lt;vi;Lithuanian
2075;lt;yi;Lithuanian
2076;lt;zh-hans;立陶宛语
2077;lt;zu;Lithuanian
2078;lt;zh-hant;立陶宛語
2079;lt;ms;Lithuanian
2080;mk;en;Macedonian
2081;mk;es;Macedonio
2082;mk;de;Mazedonisch
2083;mk;fr;Macédonien
2084;mk;ar;المقدونية
2085;mk;bs;Macedonian
2086;mk;bg;Македонски
2087;mk;ca;Macedonian
2088;mk;cs;Makedonský
2089;mk;sk;Macedónština
